DATESTR,DATENUM,TYPE,DEPENDENCE,LON,LAT,DEP,LOCSRC,PREFMW,PREFMWSRC,PREFMS,PREFMSSRC,PREFmb,PREFmbSRC,PREFML,PREFMLSRC,MLREGION,REVML,MX_ORIGML,MX_TYPE,MX_REVML,MX_REVMLTYPE,MX_REVMLSRC,MS2MW,mb2MW,ML2MW,PREFMW,PREFMWSRC,COMM
1994-06-24 05:59:32,728469.2497,local,1,138.64,-30.647,12.56,ADE,NaN,,NaN,,NaN,,2.9,ADE,SA,NaN,2.90,ML,2.90,ML,ADE,NaN,NaN,3.14,3.14,ML2MW,"North Flinders Ranges; SA"
1994-06-24 16:53:43,728469.704,local,1,139.572,-28.28,12.49,ADE,NaN,,NaN,,NaN,,2.7,ADE,SEA,2.59,2.70,ML,2.59,REV_ML,REV_ML,NaN,NaN,2.92,2.92,ML2MW,"SE of Moomba; SA"
1994-06-26 07:36:03,728471.3167,local,1,133.815,-33.605,13.33,ADE,NaN,,NaN,,NaN,,3.2,ADE,WA,NaN,3.20,ML,3.20,ML,ADE,NaN,NaN,3.36,3.36,ML2MW,"Off West Coast; SA"
1994-06-27 01:52:32,728472.0781,local,2,145.962,-38.722,11.61,MEL,NaN,,NaN,,NaN,,2.9,MEL,SEA,2.66,2.90,ML,2.66,REV_ML,REV_ML,NaN,NaN,2.97,2.97,ML2MW,"Tarwin Lower; Vic"
1994-06-28 18:26:55,728473.7687,local,1,154.764,-39.901,10,MEL,NaN,,NaN,,NaN,,3.7,MEL,Other,NaN,3.70,ML,3.70,ML,MEL,NaN,NaN,3.74,3.74,ML2MW,"Tasman Sea"
1994-06-28 19:47:44,728473.8248,local,0,121.072,-17.198,5,MGO,NaN,,NaN,,NaN,,2.8,MGO,WA,NaN,2.80,ML,2.80,ML,MGO,NaN,NaN,3.07,3.07,ML2MW,"E of Rowley Shoals; WA"
1994-06-30 07:34:42,728475.3158,local,1,119.132,-27.448,5,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,NaN,2.50,ML,2.50,ML,MGO,NaN,NaN,2.86,2.86,ML2MW,"61 km N of Sandstone; WA"
1994-07-01 22:05:17,728476.9203,local,1,144.6,-40.77,10,TAU,NaN,,NaN,,NaN,,2.5,TAU,SEA,2.48,2.50,ML,2.48,REV_ML,REV_ML,NaN,NaN,2.84,2.84,ML2MW,"W of Cape Grim; Tas"
1994-07-04 09:10:17,728479.3821,local,1,141.53,-19.58,5,AGSO,NaN,,NaN,,NaN,,3.8,AUST,WA,NaN,3.80,ML,3.80,ML,AUST,NaN,NaN,3.82,3.82,ML2MW,"N of Julia Creek; Qld"
1994-07-04 18:29:45,728479.7707,local,1,147.173,-37.417,13.91,MEL,NaN,,NaN,,NaN,,2.8,MEL,SEA,2.58,2.80,ML,2.58,REV_ML,REV_ML,NaN,NaN,2.92,2.92,ML2MW,"Dargo; Vic"
1994-07-05 19:07:22,728480.7968,local,1,141.589,-20.055,5,AGSO,NaN,,NaN,,NaN,,4.2,AUST,WA,NaN,4.20,ML,4.20,ML,AUST,NaN,NaN,4.15,4.15,ML2MW,"N of Julia Creek; Qld"
1994-07-07 13:51:12,728482.5772,local,0,134.142,-19.889,1,AGSO,NaN,,NaN,,NaN,,4.1,AUST,WA,NaN,4.10,ML,4.10,ML,AUST,NaN,NaN,4.06,4.06,ML2MW,"Tennant Creek; NT"
1994-07-08 18:40:33,728483.7782,local,1,138.913,-30.556,13.73,ADE,NaN,,NaN,,NaN,,3.3,AUST,SA,NaN,3.30,ML,3.30,ML,AUST,NaN,NaN,3.43,3.43,ML2MW,"Nepabunna; SA"
1994-07-09 14:30:55,728484.6048,local,1,144.997,-31.996,6.34,MEL,NaN,,NaN,,NaN,,4.2,AUST,SEA,NaN,4.20,ML,4.20,ML,AUST,NaN,NaN,4.15,4.15,ML2MW,"Belaraboon; NSW"
1994-07-10 03:27:59,728485.1444,local,1,118.422,-33.609,5,MGO,NaN,,NaN,,NaN,,2.8,MGO,WA,NaN,2.80,ML,2.80,ML,MGO,NaN,NaN,3.07,3.07,ML2MW,"12 km SW of Pingrup; WA"
1994-07-12 20:29:16,728487.8537,local,1,137.517,-35.727,14.09,ADE,NaN,,NaN,,NaN,,2.9,ADE,SA,NaN,2.90,ML,2.90,ML,ADE,NaN,NaN,3.14,3.14,ML2MW,"Pennington Bay; SA"
1994-07-17 11:35:31,728492.483,local,1,151.444,-29.992,8,BRS,NaN,,NaN,,NaN,,3,BRS,SEA,2.95,3.00,ML,2.95,REV_ML,REV_ML,NaN,NaN,3.17,3.17,ML2MW,"Glencoe; NSW"
1994-07-20 15:05:45,728495.629,local,1,138.872,-33.829,15.24,ADE,NaN,,NaN,,NaN,,2.8,ADE,SA,NaN,2.80,ML,2.80,ML,ADE,NaN,NaN,3.07,3.07,ML2MW,"Farrell Flat; SA"
1994-07-22 00:49:23,728497.0343,local,0,133.799,-19.783,5,AGSO,NaN,,NaN,,NaN,,4.2,AUST,WA,NaN,4.20,ML,4.20,ML,AUST,NaN,NaN,4.15,4.15,ML2MW,"Tennant Creek; NT"
1994-07-22 11:36:23,728497.4836,local,1,123.418,-12.199,33,ISC,NaN,,NaN,,3.8,ISC,NaN,,WA,NaN,3.80,mb,3.80,mb,ISC,NaN,3.38,NaN,3.38,mb2MW,"Ashmore Reef; WA"
1994-07-25 13:49:25,728500.576,local,1,155.235,-31.611,8,BRS,NaN,,NaN,,NaN,,3,BRS,SEA,2.64,3.00,ML,2.64,REV_ML,REV_ML,NaN,NaN,2.95,2.95,ML2MW,"Off Kempsey; NSW"
1994-08-03 03:54:36,728509.1629,local,0,151.288,-32.856,0,MEL,NaN,,NaN,,NaN,,2.5,MEL,SEA,2.27,2.50,ML,2.27,REV_ML,REV_ML,NaN,NaN,2.70,2.70,ML2MW,"Ellalong; NSW"
1994-08-06 11:03:51,728512.461,local,2,151.292,-32.917,0.64,MEL,4.71,Allen (2012),NaN,,5.3,AUST,5.08,Allen (unpublished),SEA,NaN,4.71,MW,4.71,MW,Allen (2012),NaN,5.19,4.91,4.71,Allen (2012),"Ellalong; NSW"
1994-08-10 20:37:00,728516.859,local,1,139.15,-34.161,17.74,ADE,NaN,,NaN,,NaN,,3.2,ADE,SA,NaN,3.20,ML,3.20,ML,ADE,NaN,NaN,3.36,3.36,ML2MW,"Eudunda; SA"
1994-08-19 02:14:28,728525.0934,local,0,148.374,-33.472,0,MEL,NaN,,NaN,,NaN,,2.7,MEL,SEA,2.48,2.70,ML,2.48,REV_ML,REV_ML,NaN,NaN,2.84,2.84,ML2MW,"Eugowra; NSW"
1994-08-19 02:19:35,728525.0969,local,0,148.377,-33.475,0,MEL,NaN,,NaN,,NaN,,3.1,MEL,SEA,2.88,3.10,ML,2.88,REV_ML,REV_ML,NaN,NaN,3.13,3.13,ML2MW,"Eugowra; NSW"
1994-08-19 18:09:50,728525.7568,local,0,148.356,-33.443,3.12,MEL,NaN,,NaN,,NaN,,3.2,MEL,SEA,2.97,3.20,ML,2.97,REV_ML,REV_ML,NaN,NaN,3.19,3.19,ML2MW,"Eugowra; NSW"
1994-08-19 23:52:09,728525.9946,local,0,148.365,-33.446,2.11,MEL,NaN,,NaN,,NaN,,3.3,AUST,SEA,NaN,3.30,ML,3.30,ML,AUST,NaN,NaN,3.43,3.43,ML2MW,"Eugowra; NSW"
1994-08-21 02:15:06,728527.0938,local,0,148.359,-33.426,1.07,MEL,NaN,,NaN,,NaN,,3,MEL,SEA,2.77,3.00,ML,2.77,REV_ML,REV_ML,NaN,NaN,3.05,3.05,ML2MW,"Eugowra; NSW"
1994-08-21 05:53:51,728527.2457,local,2,148.361,-33.423,0.74,MEL,NaN,,NaN,,NaN,,4.1,AUST,SEA,NaN,4.10,ML,4.10,ML,AUST,NaN,NaN,4.06,4.06,ML2MW,"Eugowra; NSW"
1994-08-22 03:31:49,728528.1471,local,1,126.315,-21.986,5,AUST,NaN,,NaN,,NaN,,3.4,AUST,WA,NaN,3.40,ML,3.40,ML,AUST,NaN,NaN,3.51,3.51,ML2MW,"Tobin Lake; WA"
1994-08-24 11:45:26,728530.4899,local,0,148.358,-33.424,0.9,MEL,NaN,,NaN,,NaN,,2.6,MEL,SEA,2.37,2.60,ML,2.37,REV_ML,REV_ML,NaN,NaN,2.77,2.77,ML2MW,"Eugowra; NSW"
1994-08-31 20:48:30,728537.867,local,0,133.321,-19.859,5,AGSO,NaN,,NaN,,4.5,AUST,4.5,AUST,WA,NaN,4.50,ML,4.50,ML,AUST,NaN,4.23,4.40,4.40,ML2MW,"Tennant Creek; NT"
1994-09-01 06:25:30,728538.2677,local,1,130.459,-22.873,5,AGSO,NaN,,NaN,,NaN,,3.1,AGSO,WA,NaN,3.10,ML,3.10,ML,AGSO,NaN,NaN,3.28,3.28,ML2MW,"Lake Mackay; NT"
1994-09-01 08:20:45,728538.3478,local,1,148.315,-35.348,5.56,MEL,NaN,,NaN,,NaN,,2.7,MEL,SEA,2.47,2.70,ML,2.47,REV_ML,REV_ML,NaN,NaN,2.84,2.84,ML2MW,"Blowering Reservoir; NSW"
1994-09-04 01:08:02,728541.0472,local,1,144.502,-16.987,0,AGSO,NaN,,NaN,,NaN,,4,AUST,SEA,NaN,4.00,ML,4.00,ML,AUST,NaN,NaN,3.98,3.98,ML2MW,"Chillagoe; Qld"
1994-09-04 13:01:28,728541.5427,local,1,124.253,-30.688,5,AGSO,NaN,,NaN,,NaN,,4.3,AUST,WA,NaN,4.30,ML,4.30,ML,AUST,NaN,NaN,4.23,4.23,ML2MW,"Zanthus; WA"
1994-09-04 21:44:06,728541.9056,local,2,137.987,-30.302,7.5,ADE,NaN,,NaN,,NaN,,3,ADE,SA,NaN,3.00,ML,3.00,ML,ADE,NaN,NaN,3.21,3.21,ML2MW,"W of Lyndhurst; SA"
1994-09-12 03:26:00,728549.1431,local,1,118.194,-33.679,1,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,NaN,2.50,ML,2.50,ML,MGO,NaN,NaN,2.86,2.86,ML2MW,"15 km S of Nyabing; WA"
1994-09-12 04:49:54,728549.2013,local,0,133.452,-19.845,13,AGSO,NaN,,NaN,,NaN,,3.2,AGSO,WA,NaN,3.20,ML,3.20,ML,AGSO,NaN,NaN,3.36,3.36,ML2MW,"Tennant Creek; NT"
1994-09-12 09:37:19,728549.4009,local,1,148.824,-33.366,7.03,MEL,NaN,,NaN,,NaN,,2.5,MEL,SEA,2.24,2.50,ML,2.24,REV_ML,REV_ML,NaN,NaN,2.68,2.68,ML2MW,"W of Orange; NSW"
1994-09-12 12:03:01,728549.5021,local,1,136.427,-22.512,5,AGSO,NaN,,NaN,,NaN,,3.9,AUST,WA,NaN,3.90,ML,3.90,ML,AUST,NaN,NaN,3.90,3.90,ML2MW,"Lucy Creek; NT"
1994-09-12 21:23:07,728549.8911,local,1,138.969,-33.032,5,ADE,NaN,,NaN,,NaN,,2.6,ADE,SA,NaN,2.60,ML,2.60,ML,ADE,NaN,NaN,2.93,2.93,ML2MW,"Peterborough; SA"
1994-09-18 04:08:51,728555.1728,local,1,148.199,-33.834,1.57,MEL,NaN,,NaN,,NaN,,2.8,MEL,SEA,2.63,2.80,ML,2.63,REV_ML,REV_ML,NaN,NaN,2.94,2.94,ML2MW,"Grenfell; NSW"
1994-09-20 21:27:21,728557.894,local,1,124.272,-30.736,5,MGO,NaN,,NaN,,NaN,,2.7,MGO,WA,NaN,2.70,ML,2.70,ML,MGO,NaN,NaN,3.00,3.00,ML2MW,"NE of Zanthus; WA"
1994-09-21 07:25:10,728558.3091,local,0,148.356,-33.423,0.87,MEL,NaN,,NaN,,NaN,,2.7,MEL,SEA,2.47,2.70,ML,2.47,REV_ML,REV_ML,NaN,NaN,2.84,2.84,ML2MW,"Eugowra; NSW"
1994-09-23 14:06:53,728560.5881,local,0,134.185,-19.82,1,AGSO,NaN,,NaN,,NaN,,3.6,AUST,WA,NaN,3.60,ML,3.60,ML,AUST,NaN,NaN,3.66,3.66,ML2MW,"Tennant Creek; NT"
1994-09-27 07:58:33,728564.3323,local,1,148.646,-36.219,9.5,MEL,NaN,,NaN,,NaN,,3.1,MEL,SEA,2.85,3.10,ML,2.85,REV_ML,REV_ML,NaN,NaN,3.10,3.10,ML2MW,"Eucumbene; NSW"
1994-09-28 21:46:29,728565.9073,local,1,139.478,-34.201,9.25,ADE,NaN,,NaN,,NaN,,2.5,ADE,SA,NaN,2.50,ML,2.50,ML,ADE,NaN,NaN,2.86,2.86,ML2MW,"Pelican Point; SA"
1994-09-29 11:27:41,728566.4776,local,1,118.389,-20.01,5,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,NaN,2.50,ML,2.50,ML,MGO,NaN,NaN,2.86,2.86,ML2MW,"38 km NW of Port Hedland; WA"
1994-09-30 04:13:46,728567.1762,local,1,114.844,-16.426,5,MGO,NaN,,NaN,,NaN,,2.5,MGO,Other,NaN,2.50,ML,2.50,ML,MGO,NaN,NaN,2.86,2.86,ML2MW,"W of Rowley Shoals; WA; Indian Ocean"
1994-10-03 04:02:35,728570.1685,local,1,111.978,-31.289,5,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,NaN,2.50,ML,2.50,ML,MGO,NaN,NaN,2.86,2.86,ML2MW,"Off Perth; WA; Indian Ocean"
1994-10-04 21:49:18,728571.9092,local,1,137.129,-36.854,16.63,ADE,NaN,,NaN,,NaN,,2.8,ADE,SEA,2.80,2.80,ML,2.80,REV_ML,REV_ML,NaN,NaN,3.07,3.07,ML2MW,"Southern Ocean; SA"
1994-10-05 16:59:30,728572.708,local,1,117.782,-33.455,1,MGO,NaN,,NaN,,NaN,,2.8,MGO,WA,NaN,2.80,ML,2.80,ML,MGO,NaN,NaN,3.07,3.07,ML2MW,"16 km SSE of Dumbleyung; WA"
1994-10-07 00:49:10,728574.0341,local,1,150.691,-34.423,2.01,MEL,NaN,,NaN,,NaN,,2.8,MEL,SEA,2.59,2.80,ML,2.59,REV_ML,REV_ML,NaN,NaN,2.92,2.92,ML2MW,"Elouera; NSW"
1994-10-08 17:10:47,728575.7158,local,1,114.428,-22.604,5,MGO,NaN,,NaN,,NaN,,2.8,MGO,WA,NaN,2.80,ML,2.80,ML,MGO,NaN,NaN,3.07,3.07,ML2MW,"Giralia; WA"
1994-10-09 15:01:26,728576.626,local,1,128.07,-16.652,5,MGO,NaN,,NaN,,NaN,,3.6,AUST,WA,NaN,3.60,ML,3.60,ML,AUST,NaN,NaN,3.66,3.66,ML2MW,"Warmun; WA"
1994-10-10 19:04:25,728577.7947,local,1,118.116,-32.699,5,MGO,NaN,,NaN,,NaN,,2.6,MGO,WA,NaN,2.60,ML,2.60,ML,MGO,NaN,NaN,2.93,2.93,ML2MW,"3 km SW of Kulin; WA"
1994-10-11 10:34:34,728578.4407,local,1,121.307,-33.294,3,AGSO,NaN,,NaN,,NaN,,3.9,AUST,WA,NaN,3.90,ML,3.90,ML,AUST,NaN,NaN,3.90,3.90,ML2MW,"47 km SW of Salmon Gums; WA"
1994-10-11 14:48:47,728578.6172,local,0,134.173,-19.819,0,AGSO,NaN,,NaN,,NaN,,3.9,AUST,WA,NaN,3.90,ML,3.90,ML,AUST,NaN,NaN,3.90,3.90,ML2MW,"Tennant Creek; NT"
1994-10-11 14:56:47,728578.6228,local,1,118.056,-33.673,2,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,NaN,2.50,ML,2.50,ML,MGO,NaN,NaN,2.86,2.86,ML2MW,"16 km SW of Nyabing; WA"
1994-10-15 10:28:21,728582.4364,local,1,117.757,-40.521,5,MGO,NaN,,NaN,,NaN,,2.8,MGO,Other,NaN,2.80,ML,2.80,ML,MGO,NaN,NaN,3.07,3.07,ML2MW,"S of Albany; WA; Southern Ocean"
1994-10-16 17:31:01,728583.7299,local,1,146.287,-38.472,20.01,MEL,NaN,,NaN,,NaN,,2.5,MEL,SEA,2.30,2.50,ML,2.30,REV_ML,REV_ML,NaN,NaN,2.72,2.72,ML2MW,"Boolarra South; Vic"
1994-10-17 17:41:14,728584.737,local,0,134,-20,3,AGSO,NaN,,NaN,,NaN,,3.4,AUST,WA,NaN,3.40,ML,3.40,ML,AUST,NaN,NaN,3.51,3.51,ML2MW,"Tennant Creek; NT"
1994-10-19 20:07:43,728586.8387,local,1,123.602,-35.208,5,MGO,NaN,,NaN,,NaN,,3.3,AUST,WA,NaN,3.30,ML,3.30,ML,AUST,NaN,NaN,3.43,3.43,ML2MW,"SE of Esperance; WA"
1994-10-20 10:10:48,728587.4242,local,0,133.921,-19.813,3,AGSO,NaN,,NaN,,NaN,,3,AGSO,WA,NaN,3.00,ML,3.00,ML,AGSO,NaN,NaN,3.21,3.21,ML2MW,"Tennant Creek; NT"
1994-10-25 08:09:24,728592.3399,local,1,123.689,-12.213,33,ISC,NaN,,NaN,,4.4,ISC,NaN,,WA,NaN,4.40,mb,4.40,mb,ISC,NaN,4.11,NaN,4.11,mb2MW,"Cartier Island; WA"
1994-10-31 08:01:18,728598.3342,local,1,117.855,-33.872,1,MGO,NaN,,NaN,,NaN,,2.6,MGO,WA,NaN,2.60,ML,2.60,ML,MGO,NaN,NaN,2.93,2.93,ML2MW,"15 km WNW of Gnowangerup; WA"
1994-11-02 09:02:26,728600.3767,local,0,134.168,-19.884,7,AGSO,NaN,,NaN,,NaN,,3.1,AGSO,WA,NaN,3.10,ML,3.10,ML,AGSO,NaN,NaN,3.28,3.28,ML2MW,"Tennant Creek; NT"
1994-11-03 07:40:12,728601.3196,local,0,148.365,-33.419,0.37,MEL,NaN,,NaN,,NaN,,2.6,MEL,SEA,2.37,2.60,ML,2.37,REV_ML,REV_ML,NaN,NaN,2.77,2.77,ML2MW,"Eugowra; NSW"
1994-11-03 13:38:51,728601.5687,local,1,111.634,-25.902,5,MGO,NaN,,NaN,,NaN,,2.7,MGO,WA,NaN,2.70,ML,2.70,ML,MGO,NaN,NaN,3.00,3.00,ML2MW,"W of Steep Point; WA"
1994-11-04 22:00:08,728602.9168,local,1,135.44,-28.316,12.48,ADE,NaN,,NaN,,NaN,,3,ADE,SA,NaN,3.00,ML,3.00,ML,ADE,NaN,NaN,3.21,3.21,ML2MW,"S of Oodnadatta; SA"
1994-11-06 23:30:09,728604.9793,local,1,138.097,-32.248,15.41,ADE,NaN,,NaN,,NaN,,2.6,ADE,SA,NaN,2.60,ML,2.60,ML,ADE,NaN,NaN,2.93,2.93,ML2MW,"Willochre; SA"
1994-11-11 20:00:41,728609.8338,local,0,134.165,-19.822,2,AGSO,NaN,,NaN,,NaN,,3.3,AUST,WA,NaN,3.30,ML,3.30,ML,AUST,NaN,NaN,3.43,3.43,ML2MW,"Tennant Creek; NT"
1994-11-14 13:26:55,728612.5604,local,1,118.388,-30.725,9,MGO,NaN,,NaN,,NaN,,2.6,MGO,WA,NaN,2.60,ML,2.60,ML,MGO,NaN,NaN,2.93,2.93,ML2MW,"22 km S of Bonnie Rock; WA"
1994-11-18 12:10:24,728616.5072,local,1,146.004,-37.278,9.14,MEL,NaN,,NaN,,NaN,,2.8,MEL,SEA,2.62,2.80,ML,2.62,REV_ML,REV_ML,NaN,NaN,2.94,2.94,ML2MW,"Eildon; Vic"
1994-11-23 20:53:29,728621.8705,local,2,116.736,-31.977,5,MGO,NaN,,NaN,,NaN,,3,MGO,WA,NaN,3.00,ML,3.00,ML,MGO,NaN,NaN,3.21,3.21,ML2MW,"11 km SSW of York; WA"
1994-11-24 20:03:21,728622.8357,local,0,116.728,-31.987,5,MGO,NaN,,NaN,,NaN,,3,MGO,WA,NaN,3.00,ML,3.00,ML,MGO,NaN,NaN,3.21,3.21,ML2MW,"12 km SSW of York; WA"
1994-11-26 14:16:05,728624.5945,local,1,116.924,-31.815,11,MGO,NaN,,NaN,,NaN,,2.7,MGO,WA,NaN,2.70,ML,2.70,ML,MGO,NaN,NaN,3.00,3.00,ML2MW,"11 km NNW of Greenhills; WA"
1994-11-29 14:31:34,728627.6053,local,0,116.719,-31.978,1,MGO,NaN,,NaN,,NaN,,2.6,MGO,WA,NaN,2.60,ML,2.60,ML,MGO,NaN,NaN,2.93,2.93,ML2MW,"12 km SSW of York; WA"
1994-11-30 19:53:17,728628.8287,local,2,138.157,-30.402,5.12,ADE,NaN,,NaN,,NaN,,4.2,AUST,SA,NaN,4.20,ML,4.20,ML,AUST,NaN,NaN,4.15,4.15,ML2MW,"Myrtle Springs; SA"
1994-11-30 20:14:00,728628.8431,local,0,138.157,-30.402,5,ADE,NaN,,NaN,,NaN,,3,ADE,SA,NaN,3.00,ML,3.00,ML,ADE,NaN,NaN,3.21,3.21,ML2MW,"Myrtle Springs; SA"
1994-11-30 20:23:54,728628.8499,local,0,138.157,-30.402,5,ADE,NaN,,NaN,,NaN,,3.1,ADE,SA,NaN,3.10,ML,3.10,ML,ADE,NaN,NaN,3.28,3.28,ML2MW,"Myrtle Springs; SA"
1994-12-01 08:08:55,728629.3395,local,0,151.292,-32.866,0,MEL,NaN,,NaN,,NaN,,2.6,MEL,SEA,2.37,2.60,ML,2.37,REV_ML,REV_ML,NaN,NaN,2.77,2.77,ML2MW,"Ellalong; NSW"
1994-12-01 18:09:35,728629.7567,local,0,138.139,-30.361,5.24,ADE,NaN,,NaN,,NaN,,3,ADE,SA,NaN,3.00,ML,3.00,ML,ADE,NaN,NaN,3.21,3.21,ML2MW,"Myrtle Springs; SA"
1994-12-01 20:29:14,728629.8536,local,0,138.09,-30.446,8.36,ADE,NaN,,NaN,,NaN,,2.5,ADE,SA,NaN,2.50,ML,2.50,ML,ADE,NaN,NaN,2.86,2.86,ML2MW,"Myrtle Springs; SA"
1994-12-02 19:42:36,728630.8213,local,1,130.133,-23.587,0,AGSO,NaN,,NaN,,NaN,,4.2,AUST,WA,NaN,4.20,ML,4.20,ML,AUST,NaN,NaN,4.15,4.15,ML2MW,"Lake Mackay; NT"
1994-12-03 08:55:10,728631.3716,local,0,133.831,-19.764,0,AGSO,NaN,,NaN,,NaN,,3,AGSO,WA,NaN,3.00,ML,3.00,ML,AGSO,NaN,NaN,3.21,3.21,ML2MW,"Tennant Creek; NT"
1994-12-05 19:46:52,728633.8242,local,0,138.056,-30.408,10.53,ADE,NaN,,NaN,,NaN,,3.1,ADE,SA,NaN,3.10,ML,3.10,ML,ADE,NaN,NaN,3.28,3.28,ML2MW,"Myrtle Springs; SA"
1994-12-05 19:57:13,728633.8314,local,0,138.062,-30.383,11.57,ADE,NaN,,NaN,,NaN,,3,ADE,SA,NaN,3.00,ML,3.00,ML,ADE,NaN,NaN,3.21,3.21,ML2MW,"Myrtle Springs; SA"
1994-12-05 20:29:39,728633.8539,local,0,138.056,-30.466,5,ADE,NaN,,NaN,,NaN,,3.1,ADE,SA,NaN,3.10,ML,3.10,ML,ADE,NaN,NaN,3.28,3.28,ML2MW,"Myrtle Springs; SA"
1994-12-05 20:49:35,728633.8678,local,0,138.268,-30.276,12.21,ADE,NaN,,NaN,,NaN,,3.6,AUST,SA,NaN,3.60,ML,3.60,ML,AUST,NaN,NaN,3.66,3.66,ML2MW,"Myrtle Springs; SA"
1994-12-05 20:56:16,728633.8724,local,0,137.996,-30.305,10.41,ADE,NaN,,NaN,,NaN,,2.8,ADE,SA,NaN,2.80,ML,2.80,ML,ADE,NaN,NaN,3.07,3.07,ML2MW,"Myrtle Springs; SA"
1994-12-05 21:02:36,728633.8768,local,0,138.094,-30.398,7.66,ADE,NaN,,NaN,,NaN,,3.4,AUST,SA,NaN,3.40,ML,3.40,ML,AUST,NaN,NaN,3.51,3.51,ML2MW,"Myrtle Springs; SA"
1994-12-05 21:16:31,728633.8865,local,0,138.08,-30.364,1.26,ADE,NaN,,NaN,,NaN,,3.5,AUST,SA,NaN,3.50,ML,3.50,ML,AUST,NaN,NaN,3.59,3.59,ML2MW,"Myrtle Springs; SA"
1994-12-05 23:31:24,728633.9801,local,0,138.02,-30.354,2.06,ADE,NaN,,NaN,,NaN,,2.7,ADE,SA,NaN,2.70,ML,2.70,ML,ADE,NaN,NaN,3.00,3.00,ML2MW,"Myrtle Springs; SA"
1994-12-06 16:25:22,728634.6843,local,0,138.141,-30.474,10.76,ADE,NaN,,NaN,,NaN,,2.6,ADE,SA,NaN,2.60,ML,2.60,ML,ADE,NaN,NaN,2.93,2.93,ML2MW,"Myrtle Springs; SA"
1994-12-07 05:32:41,728635.231,local,0,138.103,-30.422,7.69,ADE,NaN,,NaN,,NaN,,3.3,AUST,SA,NaN,3.30,ML,3.30,ML,AUST,NaN,NaN,3.43,3.43,ML2MW,"Myrtle Springs; SA"
1994-12-09 15:53:17,728637.662,local,0,138.129,-30.402,5,ADE,NaN,,NaN,,NaN,,3.1,ADE,SA,NaN,3.10,ML,3.10,ML,ADE,NaN,NaN,3.28,3.28,ML2MW,"Myrtle Springs; SA"
1994-12-09 15:54:42,728637.663,local,0,137.996,-30.447,8.39,ADE,NaN,,NaN,,NaN,,2.6,ADE,SA,NaN,2.60,ML,2.60,ML,ADE,NaN,NaN,2.93,2.93,ML2MW,"Myrtle Springs; SA"
1994-12-10 17:02:23,728638.71,local,1,118.519,-34.969,1,MGO,NaN,,NaN,,NaN,,2.7,MGO,WA,NaN,2.70,ML,2.70,ML,MGO,NaN,NaN,3.00,3.00,ML2MW,"58 km E of Albany; WA"
1994-12-12 02:03:03,728640.0855,local,0,138.016,-30.339,13.25,ADE,NaN,,NaN,,NaN,,2.9,ADE,SA,NaN,2.90,ML,2.90,ML,ADE,NaN,NaN,3.14,3.14,ML2MW,"Myrtle Springs; SA"
1994-12-19 20:39:35,728647.8608,local,0,148.366,-33.415,0.02,MEL,NaN,,NaN,,NaN,,2.5,MEL,SEA,2.27,2.50,ML,2.27,REV_ML,REV_ML,NaN,NaN,2.70,2.70,ML2MW,"Eugowra; NSW"
1994-12-22 10:24:15,728650.4335,local,0,134.041,-19.91,2,AGSO,NaN,,NaN,,NaN,,3.8,AUST,WA,NaN,3.80,ML,3.80,ML,AUST,NaN,NaN,3.82,3.82,ML2MW,"Tennant Creek; NT"
1994-12-23 19:06:33,728651.7962,local,1,123.583,-17.742,5,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,NaN,2.50,ML,2.50,ML,MGO,NaN,NaN,2.86,2.86,ML2MW,"47 km S of Derby; WA"
1994-12-24 08:18:37,728652.3463,local,1,139.311,-11.208,5,AGSO,NaN,,NaN,,NaN,,3.5,AUST,WA,NaN,3.50,ML,3.50,ML,AUST,NaN,NaN,3.59,3.59,ML2MW,"Arafura Sea; Qld"
1994-12-24 16:28:00,728652.6861,local,0,133.997,-19.828,15,AGSO,NaN,,NaN,,NaN,,3.6,AUST,WA,NaN,3.60,ML,3.60,ML,AUST,NaN,NaN,3.66,3.66,ML2MW,"Tennant Creek; NT"
1994-12-27 19:10:14,728655.7988,local,1,130.248,-23.649,5,AGSO,NaN,,NaN,,NaN,,3,AGSO,WA,NaN,3.00,ML,3.00,ML,AGSO,NaN,NaN,3.21,3.21,ML2MW,"Lake Mackay; NT"
1994-12-29 18:03:20,728657.7523,local,0,138.049,-30.382,10.89,ADE,NaN,,NaN,,NaN,,2.5,ADE,SA,NaN,2.50,ML,2.50,ML,ADE,NaN,NaN,2.86,2.86,ML2MW,"Myrtle Springs; SA"
1995-01-01 12:27:55,728660.5194,local,1,136.115,-28.541,10.29,ADE,NaN,,NaN,,NaN,,3.1,ADE,SA,NaN,3.10,ML,3.10,ML,ADE,NaN,NaN,3.28,3.28,ML2MW,"NW of William Creek; SA"
1995-01-02 16:20:19,728661.6808,local,1,148.693,-35.297,0.8,MEL,NaN,,NaN,,NaN,,2.6,MEL,SEA,2.41,2.60,ML,2.41,REV_ML,REV_ML,NaN,NaN,2.79,2.79,ML2MW,"Brindabella; NSW"
